time,base_x,base_y,base_yaw,base_vx,base_vy,base_yaw_rate,payload_x,payload_y,payload_z,payload_rel_x,payload_rel_y,payload_rel_z,x_des,y_des,yaw_des,tracking_error,yaw_error,ctrl_x,ctrl_y,ctrl_yaw
0.8280000000000006,0.039194635078594824,-2.8228378325739126e-06,0.0004376808638829424,0.1105433489509072,-7.424947442190594e-06,0.0012541547878110538,0.1523900527130675,0.05004671775760323,0.8548876515221109,0.11341650433237449,0.05004952574554092,0.7048876515221109,0.20700000000000016,0.0,0.0,0.16780536494514836,-0.00043768086388285,9.239127839554298,0.00021541903008733698,-0.018393278063951003
0.8300000000000006,0.03941646533255401,-2.8376941376618196e-06,0.00044019280495741626,0.11091512697959235,-7.428152543953445e-06,0.0012559705372369341,0.15261081257318249,0.05004698728732832,0.8548876517167129,0.11341617749458766,0.050049810125160896,0.7048876517167129,0.20750000000000016,0.0,0.0,0.16808353469140003,-0.000440192804957551,9.247221234052354,0.0002161270717721132,-0.018466950323937574
0.8320000000000006,0.039639039744839635,-2.8525566301371927e-06,0.0004427083541338468,0.11128720614281354,-7.431246237686625e-06,0.001257774588215267,0.15283231564158062,0.05004725722236802,0.8548876518980517,0.11341585030902661,0.05005009491650568,0.7048876518980517,0.20800000000000016,0.0,0.0,0.1683609602793261,-0.0004427083541336252,9.255277536279968,0.00021683406672222324,-0.01854064334736038
0.8340000000000006,0.039862358914614766,-2.8674250869035754e-06,0.0004452274879601279,0.11165958488756537,-7.434228383191347e-06,0.0012595669131405423,0.15305456252253566,0.05004752756028984,0.8548876520670353,0.11341552277769602,0.05005038011691997,0.7048876520670353,0.20850000000000016,0.0,0.0,0.16863764110976348,-0.00044522748796005374,9.26329673776846,0.00021754000320841317,-0.01861435638263223
0.8360000000000006,0.040086423437936024,-2.882299284587472e-06,0.00044775018292927965,0.11203226166062859,-7.4370988419481855e-06,0.0012613474845758743,0.15327755381721855,0.050047798298655334,0.8548876522245095,0.1134151949026038,0.05005066572374224,0.7048876522245094,0.20900000000000016,0.0,0.0,0.16891357658665554,-0.00044775018292941837,9.271278830191559,0.00021824486950895706,-0.0186880886778446
0.8380000000000006,0.04031123390775317,-2.8971789995417073e-06,0.00045027641547978593,0.1124052349085759,-7.439857477117746e-06,0.001263116275253155,0.15350129012369695,0.05004806943502014,0.8548876523712619,0.11341486668576092,0.050050951734304724,0.7048876523712618,0.20950000000000016,0.0,0.0,0.16918876611705255,-0.0004502764154796779,9.279223805365342,0.00021894865390981443,-0.018761839480690705
0.8400000000000006,0.04053679091390873,-2.91206400784879e-06,0.00045280616199593234,0.11277850307777784,-7.442504153541392e-06,0.001264873258073197,0.1537257720369348,0.05004834096693398,0.8548876525080265,0.11341453812918162,0.05005123814593352,0.7048876525080264,0.21000000000000016,0.0,0.0,0.16946320911111193,-0.0004528061619959445,9.287131655248203,0.0002196513447047898,-0.01883560803851088
0.8420000000000006,0.04076309504313755,-2.9269540853242733e-06,0.0004553393988081441,0.11315206461440862,-7.44503873774158e-06,0.001266618406105866,0.15395100014879187,0.05004861289194073,0.8548876526354868,0.11341420923488314,0.05005152495594858,0.7048876526354868,0.21050000000000016,0.0,0.0,0.1697369049820989,-0.00045533939880826324,9.295002371940779,0.00022035293019569228,-0.018909393598337793
0.8440000000000006,0.04099014687906645,-2.9418490075201184e-06,0.0004578761021933245,0.11352591796445194,-7.447461097922482e-06,0.0012683516925902237,0.1541769750480233,0.05004888520757842,0.8548876527542798,0.11341388000488575,0.050051812161663746,0.7048876527542798,0.21100000000000016,0.0,0.0,0.17000985314638656,-0.0004578761021933886,9.302835947685914,0.00022105339869249127,-0.018983195406841777
0.8460000000000006,0.041217947002213866,-2.9567485497280594e-06,0.00046041624837519384,0.1139000615737069,-7.4497711039704585e-06,0.001270073090934663,0.15440369732027923,0.05004915791137931,0.8548876528649987,0.11341355044121278,0.05005209976038683,0.7048876528649987,0.21150000000000016,0.0,0.0,0.17028205302345653,-0.0004604162483752283,9.310632374868593,0.0002217527385134751,-0.019057012710376055
