experiment,time,base_x,base_y,base_yaw,base_vx,base_vy,base_yaw_rate,payload_x,payload_y,payload_z,payload_rel_x,payload_rel_y,payload_rel_z,payload_disp_x,payload_disp_y,payload_disp_z,x_des,y_des,yaw_des,tracking_error,lateral_error,yaw_error,ctrl_x,ctrl_y,ctrl_yaw
fixed_payload,0.7580000000000006,0.10447051413887666,0.04908556694281352,0.2826407108964139,0.2767434413581935,0.136914831699532,0.5498769422206521,0.2053006274391692,0.13018351134101272,0.855,0.10138360018300892,0.08137177406159826,0.705,-0.018616399816991078,0.03137177406159826,0.0,0.4548000000000003,0.25235257941716915,0.45376748176866916,0.405028674323151,0.20326701247435564,0.17112677087225503,23.620056253196744,12.58763945581344,-0.2519030187143141
fixed_payload,0.7600000000000006,0.10502543874149915,0.049360185727155295,0.283740187237499,0.27746230131124394,0.1373093921708893,0.5497381705425395,0.2057645641056886,0.13056878878216527,0.855,0.10129404996681195,0.08148322183935175,0.705,-0.01870595003318805,0.03148322183935175,0.0,0.4560000000000003,0.25293752003345893,0.4533477360125869,0.40574237354983994,0.20357733430630365,0.16960754877508766,23.617511557602555,12.57380338195589,-0.29253870347580246
fixed_payload,0.7620000000000006,0.1055818003423877,0.049635593268939675,0.28483936936340776,0.2781808004442734,0.13770377089218824,0.549591062954376,0.20622983862719316,0.13095472870508085,0.855,0.101204399885694,0.08159454297792555,0.705,-0.01879560011430599,0.03159454297792555,0.0,0.45720000000000033,0.2535218365515618,0.4529268466120378,0.40645412844546347,0.20388624328262211,0.16808747724862982,23.614929098154,12.559898848122033,-0.333146320467927
fixed_payload,0.7640000000000006,0.1061395982157865,0.0499117891981189,0.2859382406178578,0.2788989366994017,0.13809796458961437,0.5494356272250004,0.2066964518452888,0.13134132900056908,0.8549999999999999,0.10111465150290108,0.0817057357316294,0.7049999999999998,-0.018885348497098914,0.031705735731629395,-1.1102230246251565e-16,0.4584000000000003,0.2541055275297348,0.4525048134543485,0.4071639392665025,0.20419373833161591,0.16656657283649068,23.612308972466874,12.545925958125904,-0.3737254952346962
fixed_payload,0.7660000000000006,0.1066988316318431,0.05018877313809717,0.28703678436024826,0.27961670802829625,0.13849196998913352,0.5492718711952527,0.20716440460356128,0.13172858756075723,0.8549999999999999,0.10102480638777478,0.08181679836263833,0.7049999999999998,-0.018975193612225216,0.03181679836263833,-1.1102230246251565e-16,0.45960000000000034,0.25468859152777856,0.45208163642907573,0.4078718062786678,0.2044998183896814,0.16504485206882746,23.609651277968425,12.531884816137325,-0.4142758540215654
fixed_payload,0.7680000000000006,0.10725949985662754,0.05046654470573031,0.2881349839658039,0.28033411239221745,0.13888578381656766,0.5490998027778246,0.20763369774755297,0.13211650227911337,0.8549999999999999,0.10093486611570987,0.0819277291410162,0.7049999999999998,-0.019065133884290125,0.0319277291410162,-1.1102230246251565e-16,0.4608000000000003,0.2552710271070406,0.4516573154280272,0.40857772975689066,0.20480448240131027,0.1635223314622234,23.606956111895133,12.517775526679266,-0.45479702377741127
fixed_payload,0.7700000000000006,0.10782160215215167,0.050745103511325655,0.2892328228257181,0.28105114776206314,0.13927940279767115,0.54891942995711,0.20810433212473928,0.13250507105046916,0.855,0.10084483226811174,0.08203852634473885,0.705,-0.01915516773188826,0.032038526344738846,0.0,0.4620000000000003,0.255852832830419,0.45123185034528324,0.4092817099853149,0.20510772931909332,0.16199902751956508,23.604223571290436,12.503598194625294,-0.49528863215651686
fixed_payload,0.7720000000000006,0.10838513777638849,0.05102444915864207,0.29033028434729624,0.2817678121184125,0.13967282365820696,0.5487307607890551,0.20857630858450477,0.1328942917710422,0.855,0.1007547064323531,0.08214918825971654,0.705,-0.0192452935676469,0.032149188259716535,0.0,0.46320000000000033,0.25643400726236587,0.45080524107721887,0.4099837472572879,0.2054095581037238,0.16047495672992262,23.60145375300249,12.48935292519695,-0.5357503075204972
fixed_payload,0.7740000000000006,0.10895010598329162,0.05130458124489012,0.29142735195409825,0.2824841034515693,0.1400660431240231,0.5485338034010085,0.20904962797811932,0.13328416233845836,0.8550000000000001,0.10066449020173084,0.08225971317981629,0.7050000000000001,-0.01933550979826916,0.03225971317981628,1.1102230246251565e-16,0.4644000000000003,0.25701454896889125,0.45037748752252477,0.41068384187535184,0.20570996772400113,0.15895013556842663,23.598646753681976,12.47503982396114,-0.5761816789402596
fixed_payload,0.7760000000000006,0.10951650602281483,0.051585499360732374,0.2925240090860814,0.28320001976160475,0.14045905792112903,0.5483285659915711,0.2095242911587138,0.13367468065177376,0.855,0.10057418517542217,0.08237009940688364,0.705,-0.019425814824577822,0.03237009940688364,0.0,0.46560000000000035,0.2575944565175661,0.44994858958222894,0.41138199415123466,0.2060089571568337,0.15742458049614738,23.59580266977988,12.460658996827512,-0.6165823761979592
fixed_payload,0.7780000000000006,0.11008433714093163,0.05186720309028392,0.2936202391997423,0.2839155590583993,0.1408518647757724,0.5481150568304453,0.21000029898125555,0.13406584461149632,0.855,0.10048379295844072,0.08248034525076395,0.705,-0.019516207041559278,0.032480345250763945,0.0,0.4668000000000003,0.2581737284775262,0.4495185471597192,0.4120782044058404,0.20630652538724226,0.15589830795997672,23.592921597545327,12.446210550045826,-0.6569520297888753
fixed_payload,0.7800000000000006,0.110653598579655,0.05214969201111295,0.29471602576825884,0.28463071936168444,0.1412444604145157,0.547893284258285,0.21047765230252374,0.1344576521196072,0.855,0.10039331516159211,0.08259044902932328,0.705,-0.019606684838407884,0.032590449029323273,0.0,0.4680000000000003,0.2587523634194755,0.44908736016076395,0.4127724729692405,0.20660267140836255,0.15437133439250506,23.59000363302343,12.431694590203303,-0.697290270923351
